"Name","Team","Age","playerid","mlbid","NameTeam"
"Malquin Canelo","Phillies (AA)",23,"sa657479",622541,"Malquin Canelo (Phillies (AA))"
"Shael Mendoza","Rockies (A)",21,"sa917059",667607,"Shael Mendoza (Rockies (A))"
"Tyler Heineman","- - -",27,"sa658108",623168,"Tyler Heineman (- - -)"
"Preston Palmeiro","Orioles (A+)",23,"sa857823",641945,"Preston Palmeiro (Orioles (A+))"
"Nick Dini","- - -",24,"sa875718",664926,"Nick Dini (- - -)"
"Jack Lopez","Royals (AAA)",25,"sa598270",605346,"Jack Lopez (Royals (AAA))"
"Brantley Bell","Reds (A+)",23,"sa875352",664009,"Brantley Bell (Reds (A+))"
"Kirvin Moesquit","Orioles (A)",23,"sa829715",656751,"Kirvin Moesquit (Orioles (A))"
"MJ Melendez","Royals (A)",19,"sa3004139",669004,"MJ Melendez (Royals (A))"
"Brad Zunica","Padres (A+)",22,"sa875647",650531,"Brad Zunica (Padres (A+))"
"Jason Vosler","- - -",24,"sa829190",613564,"Jason Vosler (- - -)"
"Freuddy Batista","Mariners (R)",18,"sa3002866",673945,"Freuddy Batista (Mariners (R))"
"Alexander Canario","Giants (R)",18,"sa3003316",672744,"Alexander Canario (Giants (R))"
"Pablo Abreu","Brewers (R)",18,"sa3003329",672764,"Pablo Abreu (Brewers (R))"
"Ben Rodriguez","- - -",23,"sa3004301",677025,"Ben Rodriguez (- - -)"
"Kimberling Encarnacion","Braves (R)",18,"sa3004980",677648,"Kimberling Encarnacion (Braves (R))"
"Viandel Pena","Nationals (R)",17,"sa3005775",678854,"Viandel Pena (Nationals (R))"
"Jackson Lueck","- - -",21,"sa3007011",663622,"Jackson Lueck (- - -)"
"Mike Yastrzemski","- - -",27,"sa503161",573262,"Mike Yastrzemski (- - -)"
"Beau Amaral","Mariners (AA)",27,"sa503642",572679,"Beau Amaral (Mariners (AA))"
"Ricardo Serrano","- - -",32,"sa508489",495664,"Ricardo Serrano (- - -)"
"Jason Krizan","Tigers (AAA)",29,"sa546842",607249,"Jason Krizan (Tigers (AAA))"
"Brett Vertigan","- - -",27,"sa658149",622211,"Brett Vertigan (- - -)"
"Ian Rice","Cubs (AA)",24,"sa658968",623305,"Ian Rice (Cubs (AA))"
"Zach Remillard","White Sox (A+)",24,"sa659077",621545,"Zach Remillard (White Sox (A+))"
"Luis Liberato","Mariners (A+)",22,"sa737020",642451,"Luis Liberato (Mariners (A+))"
"Riley Mahan","Marlins (A+)",22,"sa829844",657669,"Riley Mahan (Marlins (A+))"
"Mitchell Tolman","Pirates (A+)",24,"sa858829",664051,"Mitchell Tolman (Pirates (A+))"
"Tyler Stephenson","Reds (A+)",21,"sa874242",663886,"Tyler Stephenson (Reds (A+))"
"Mylz Jones","Rockies (AA)",24,"sa875606",664081,"Mylz Jones (Rockies (AA))"
"Shean Michel","- - -",20,"sa877018",660745,"Shean Michel (- - -)"
"Samuel Castro","- - -",20,"sa877486",660774,"Samuel Castro (- - -)"
"Robinson Batista","Giants (R)",19,"sa916846",665843,"Robinson Batista (Giants (R))"
"Simon Muzziotti","- - -",19,"sa917376",665922,"Simon Muzziotti (- - -)"
"Dennicher Carrasco","Royals (A)",22,"sa917459",666779,"Dennicher Carrasco (Royals (A))"
"Francisco Del Valle","Angels (R)",19,"sa918323",669303,"Francisco Del Valle (Angels (R))"
"Bryce Johnson","Giants (A+)",22,"sa3004753",669369,"Bryce Johnson (Giants (A+))"
"Carlos Franco","Braves (AAA)",26,"sa506528",554238,"Carlos Franco (Braves (AAA))"
"Logan Baldwin","Giants (A)",22,"sa3004751",656208,"Logan Baldwin (Giants (A))"
"Max Schrock","Cardinals (AAA)",23,"sa658670",621011,"Max Schrock (Cardinals (AAA))"
"Luis Alejandro Basabe","- - -",21,"sa736924",642773,"Luis Alejandro Basabe (- - -)"
"Michael Russell","- - -",25,"sa827159",656920,"Michael Russell (- - -)"
"Logan Warmoth","- - -",22,"sa3004813",657089,"Logan Warmoth (- - -)"
"Austin Rei","Red Sox (AA)",24,"sa659079",623300,"Austin Rei (Red Sox (AA))"
"Aaron Bond","- - -",21,"sa918977",670252,"Aaron Bond (- - -)"
"Gilbert Lara","Brewers (A)",20,"sa877337",658677,"Gilbert Lara (Brewers (A))"
"Cade Harris","Rockies (A-)",21,"sa3006661",667713,"Cade Harris (Rockies (A-))"
"Stefan Trosclair","- - -",23,"sa918442",667517,"Stefan Trosclair (- - -)"
"Drew Ward","- - -",23,"sa737690",608380,"Drew Ward (- - -)"
"Steven Sensley","- - -",22,"sa738492",642062,"Steven Sensley (- - -)"
"Freddy Fermin","- - -",23,"sa918173",666023,"Freddy Fermin (- - -)"
"Lucas Erceg","Brewers (AA)",23,"sa872722",668674,"Lucas Erceg (Brewers (AA))"
"Will Toffey","- - -",23,"sa829401",657780,"Will Toffey (- - -)"
"Alex Call","- - -",23,"sa913343",669743,"Alex Call (- - -)"
"Jonathan Rodriguez","Marlins (AAA)",28,"sa503023",678802,"Jonathan Rodriguez (Marlins (AAA))"
"Jhon Nunez","- - -",23,"sa736923",642344,"Jhon Nunez (- - -)"
"Nick Gordon","- - -",22,"sa828662",624503,"Nick Gordon (- - -)"
"Alex Destino","- - -",22,"sa3004031",656369,"Alex Destino (- - -)"
"Stone Garrett","- - -",22,"sa829117",656448,"Stone Garrett (- - -)"
"Kevin Maitan","Angels (R)",18,"sa969045",670867,"Kevin Maitan (Angels (R))"
"Jhonny Santos","- - -",21,"sa828314",645308,"Jhonny Santos (- - -)"
"Zach Borenstein","Mets (AAA)",27,"sa599252",605148,"Zach Borenstein (Mets (AAA))"
"Will Craig","Pirates (AA)",23,"sa738696",643269,"Will Craig (Pirates (AA))"
"Brady Policelli","Tigers (A)",23,"sa918279",670149,"Brady Policelli (Tigers (A))"
"Jordan Wren","- - -",23,"sa3002843",670301,"Jordan Wren (- - -)"
"Stephen Wrenn","Astros (AA)",23,"sa738419",642227,"Stephen Wrenn (Astros (AA))"
"Mike Ahmed","- - -",26,"sa705802",641296,"Mike Ahmed (- - -)"
"Demi Orimoloye","- - -",21,"sa875027",647309,"Demi Orimoloye (- - -)"
"Vinny Capra","- - -",21,"sa3006731",681962,"Vinny Capra (- - -)"
"Bradley Jones","Blue Jays (A+)",23,"sa918500",641735,"Bradley Jones (Blue Jays (A+))"
"Chris Baker","Padres (A+)",23,"sa918365",669106,"Chris Baker (Padres (A+))"
"Hansel Moreno","Mets (A)",21,"sa833676",658738,"Hansel Moreno (Mets (A))"
"Drew Weeks","- - -",25,"sa602429",607178,"Drew Weeks (- - -)"
"Alay Lago","Braves (AA)",26,"sa914668",667605,"Alay Lago (Braves (AA))"
"Andrew Aplin","- - -",27,"sa502787",545331,"Andrew Aplin (- - -)"
"Aaron Knapp","- - -",23,"sa873277",669235,"Aaron Knapp (- - -)"
"Connor Myers","- - -",24,"sa918641",670461,"Connor Myers (- - -)"
"Yeyson Yrizarri","White Sox (A+)",21,"sa828293",650979,"Yeyson Yrizarri (White Sox (A+))"
"Tanner Gardner","Rangers (A-)",22,"sa915659",656446,"Tanner Gardner (Rangers (A-))"
"Alex Kowalczyk","Rangers (A+)",24,"sa918272",656631,"Alex Kowalczyk (Rangers (A+))"
"Danny Mendick","White Sox (AA)",24,"sa875320",664901,"Danny Mendick (White Sox (AA))"
"Errol Robinson","Dodgers (AA)",23,"sa857819",642021,"Errol Robinson (Dodgers (AA))"
"Saige Jenco","Dodgers (A+)",23,"sa873629",663396,"Saige Jenco (Dodgers (A+))"
"Rainer Nunez","Blue Jays (R)",17,"sa3005551",678742,"Rainer Nunez (Blue Jays (R))"
"Mike Papi","Indians (AAA)",25,"sa599318",596068,"Mike Papi (Indians (AAA))"
"Juan Perez","- - -",26,"sa599306",622809,"Juan Perez (- - -)"
"Jake Adams","- - -",22,"sa3003962",676605,"Jake Adams (- - -)"
"Jason Delay","Pirates (A+)",23,"sa857222",641511,"Jason Delay (Pirates (A+))"
"Brian Navarreto","Twins (AA)",23,"sa737817",640459,"Brian Navarreto (Twins (AA))"
"Riley Adams","Blue Jays (A+)",22,"sa829749",656180,"Riley Adams (Blue Jays (A+))"
"Marino Campana","Red Sox (A)",20,"sa872486",660796,"Marino Campana (Red Sox (A))"
"Joe DeCarlo","Mariners (AA)",24,"sa657935",620998,"Joe DeCarlo (Mariners (AA))"
"Alexis Torres","- - -",20,"sa918010",666145,"Alexis Torres (- - -)"
"Donivan Williams","Cardinals (R)",18,"sa3004950",676676,"Donivan Williams (Cardinals (R))"
"Miguel Marte","Yankees (R)",17,"sa3005573",678842,"Miguel Marte (Yankees (R))"
"Edgar Martinez","- - -",17,"sa3005790",669998,"Edgar Martinez (- - -)"
"Zach Clark","Brewers (A)",22,"sa915718",669733,"Zach Clark (Brewers (A))"
"Jesus Bastidas","Yankees (A-)",19,"sa916969",665846,"Jesus Bastidas (Yankees (A-))"
"Drew Ellis","Diamondbacks (A+)",22,"sa3004687",656403,"Drew Ellis (Diamondbacks (A+))"
"Issmael Salas","- - -",35,"sa201344",447638,"Issmael Salas (- - -)"
"Dylan Carlson","- - -",19,"sa917940",666185,"Dylan Carlson (- - -)"
"Ben Breazeale","Orioles (A)",23,"sa3002753",641393,"Ben Breazeale (Orioles (A))"
"L.J. Mazzilli","- - -",27,"sa577753",608687,"L.J. Mazzilli (- - -)"
"Rayder Ascanio","Cardinals (A)",22,"sa735861",640900,"Rayder Ascanio (Cardinals (A))"
"Colby Bortles","Tigers (A)",23,"sa874213",641382,"Colby Bortles (Tigers (A))"
"Luis De Los Santos","Blue Jays (R)",20,"sa917822",665782,"Luis De Los Santos (Blue Jays (R))"
"Leody Taveras","Rangers (A+)",19,"sa912520",665750,"Leody Taveras (Rangers (A+))"
"J.B. Woodman","Cardinals (A+)",23,"sa738989",642223,"J.B. Woodman (Cardinals (A+))"
"Andrew Guillotte","- - -",25,"sa876089",665039,"Andrew Guillotte (- - -)"
"Tristen Lutz","Brewers (A)",19,"sa3004968",669157,"Tristen Lutz (Brewers (A))"
"Jack Larsen","- - -",23,"sa3004840",677223,"Jack Larsen (- - -)"
"Josue Herrera","Orioles (R)",21,"sa828287",645287,"Josue Herrera (Orioles (R))"
"Heliot Ramos","Giants (A)",18,"sa3004693",671218,"Heliot Ramos (Giants (A))"
"Garrett McCain","Tigers (A)",22,"sa915823",656697,"Garrett McCain (Tigers (A))"
"Brandon Grudzielanek","Blue Jays (A)",23,"sa3005058",677826,"Brandon Grudzielanek (Blue Jays (A))"
"Grant Witherspoon","Rays (R)",21,"sa3007047",680710,"Grant Witherspoon (Rays (R))"
"Jefrey Ramos","Braves (A)",19,"sa923039",671191,"Jefrey Ramos (Braves (A))"
"Dillon Persinger","- - -",22,"sa876069",665047,"Dillon Persinger (- - -)"
"Connor Fitzsimons","- - -",23,"sa913270",670746,"Connor Fitzsimons (- - -)"
"Josh Ockimey","- - -",22,"sa829375",656807,"Josh Ockimey (- - -)"
"Craig Dedelow","White Sox (A)",23,"sa918840",670286,"Craig Dedelow (White Sox (A))"
"Brendon Sanger","- - -",24,"sa858055",664858,"Brendon Sanger (- - -)"
"Alfredo Balbuena","Rays (R)",19,"sa917462",666810,"Alfredo Balbuena (Rays (R))"
"Luke Williams","Phillies (A+)",21,"sa874987",663897,"Luke Williams (Phillies (A+))"
"Jose Garcia","Reds (A)",20,"sa3005385",676480,"Jose Garcia (Reds (A))"
"Ryne Ogren","- - -",21,"sa3006726",681543,"Ryne Ogren (- - -)"
"Rodrigo Vigil","Marlins (AA)",25,"sa547818",593347,"Rodrigo Vigil (Marlins (AA))"
"Luis Asuncion","Padres (A-)",21,"sa828272",650837,"Luis Asuncion (Padres (A-))"
"Debby Santana","Reds (R)",17,"sa3003210",672437,"Debby Santana (Reds (R))"
"Ka'ai Tom","Indians (AA)",24,"sa875069",664789,"Ka'ai Tom (Indians (AA))"
"Rafael Jimenez","Diamondbacks (R)",18,"sa3002695",672469,"Rafael Jimenez (Diamondbacks (R))"
"Luis Mendez","- - -",25,"sa548109",593642,"Luis Mendez (- - -)"
"Austen Wade","- - -",22,"sa3004930",667398,"Austen Wade (- - -)"
"Jefferson Encarnacion","Phillies (R)",16,"sa3005780",678893,"Jefferson Encarnacion (Phillies (R))"
"Dylan Burdeaux","Tigers (A+)",24,"sa3004172",676774,"Dylan Burdeaux (Tigers (A+))"
"Wes Rogers","- - -",24,"sa658668",623319,"Wes Rogers (- - -)"
"Carlos Vidal","Yankees (A)",22,"sa828715",656054,"Carlos Vidal (Yankees (A))"
"Tate Blackman","White Sox (A)",23,"sa829257",656238,"Tate Blackman (White Sox (A))"
"Joe McCarthy","- - -",24,"sa858039",663411,"Joe McCarthy (- - -)"
"Jake Scudder","Nationals (A)",23,"sa3004512",676712,"Jake Scudder (Nationals (A))"
"Nick Longhi","- - -",22,"sa738434",641802,"Nick Longhi (- - -)"
"Jose Guardo","Rangers (R)",19,"sa3003409",673652,"Jose Guardo (Rangers (R))"
"Jake Gatewood","Brewers (AA)",22,"sa828685",656449,"Jake Gatewood (Brewers (AA))"
"Chris Betts","- - -",21,"sa874791",663341,"Chris Betts (- - -)"
"Daniel Amaral","Pirates (A-)",21,"sa3006712",663610,"Daniel Amaral (Pirates (A-))"
"Tyler Gaffney","- - -",27,"sa658578",621421,"Tyler Gaffney (- - -)"
"Richie Fecteau","Angels (A+)",24,"sa827319",664743,"Richie Fecteau (Angels (A+))"
"Trey Cabbage","Twins (A)",21,"sa875022",663550,"Trey Cabbage (Twins (A))"
"Cam Gibson","- - -",24,"sa659281",622057,"Cam Gibson (- - -)"
"Cameron Baranek","- - -",23,"sa3004281",676633,"Cameron Baranek (- - -)"
"Jon Kemmer","- - -",27,"sa738208",643392,"Jon Kemmer (- - -)"
"Kyle Lewis","- - -",22,"sa857836",641786,"Kyle Lewis (- - -)"
"Tyler Neslony","Braves (AA)",24,"sa918131",664104,"Tyler Neslony (Braves (AA))"
"Geraldi Diaz","Nationals (R)",17,"sa3002635",673145,"Geraldi Diaz (Nationals (R))"
"Myles Schroder","Giants (AAA)",30,"sa392193",519262,"Myles Schroder (Giants (AAA))"
"Ryan Ripken","Orioles (A)",24,"sa658502",623222,"Ryan Ripken (Orioles (A))"
"Enmanuel Valdez","Astros (A-)",19,"sa917288",665839,"Enmanuel Valdez (Astros (A-))"
"Jake Stone","- - -",23,"sa3004305",677422,"Jake Stone (- - -)"
"Darick Hall","- - -",22,"sa918293",669742,"Darick Hall (- - -)"
"Tyler Marlette","Braves (AA)",25,"sa597836",596028,"Tyler Marlette (Braves (AA))"
"Orlando Garcia","Giants (A)",22,"sa915658",667487,"Orlando Garcia (Giants (A))"
"Oswaldo Pina","Cubs (R)",19,"sa3003214",672451,"Oswaldo Pina (Cubs (R))"
"Lolo Sanchez","Pirates (A)",19,"sa917767",665975,"Lolo Sanchez (Pirates (A))"
"Jake Peter","Dodgers (AAA)",25,"sa829115",656846,"Jake Peter (Dodgers (AAA))"
"Jhonkensy Noel","Indians (R)",16,"sa3005579",678877,"Jhonkensy Noel (Indians (R))"
"Griffin Conine","- - -",20,"sa876060",665052,"Griffin Conine (- - -)"
"Ricardo Genoves","Giants (A-)",19,"sa916844",665648,"Ricardo Genoves (Giants (A-))"
"Cesar Izturis Jr.","- - -",18,"sa3002847",672544,"Cesar Izturis Jr. (- - -)"
"Juan Querecuto","Mariners (R)",17,"sa3005721",677603,"Juan Querecuto (Mariners (R))"
"Brian O'Keefe","Cardinals (A+)",24,"sa829152",657247,"Brian O'Keefe (Cardinals (A+))"
"Austin Athmann","Tigers (A+)",23,"sa918297",662098,"Austin Athmann (Tigers (A+))"
"Oscar Olivares","Orioles (R)",19,"sa3005020",677664,"Oscar Olivares (Orioles (R))"
"Akil Baddoo","Twins (A)",19,"sa917953",668731,"Akil Baddoo (Twins (A))"
"Melvin Mercedes","- - -",26,"sa658283",621034,"Melvin Mercedes (- - -)"
"Adrian Valerio","Pirates (A+)",21,"sa828164",650832,"Adrian Valerio (Pirates (A+))"
"John Norwood","Marlins (AA)",25,"sa598986",607044,"John Norwood (Marlins (AA))"
"Kendy Moya","Angels (R)",19,"sa917443",667760,"Kendy Moya (Angels (R))"
"Wynton Bernard","- - -",27,"sa658999",592144,"Wynton Bernard (- - -)"
"Josh Stephen","Phillies (A)",20,"sa918203",668706,"Josh Stephen (Phillies (A))"
"Raul Rivas","Phillies (A+)",21,"sa871433",661439,"Raul Rivas (Phillies (A+))"
"Jhoan Paulino","Athletics (R)",17,"sa3005563",678801,"Jhoan Paulino (Athletics (R))"
"Austin Dennis","Astros (A-)",21,"sa3007650",681967,"Austin Dennis (Astros (A-))"
"Alex Perez","- - -",25,"sa858057",664894,"Alex Perez (- - -)"
"Patrick Leonard","White Sox (AAA)",25,"sa597839",596018,"Patrick Leonard (White Sox (AAA))"
"Edwin Espinal","Tigers (AAA)",24,"sa596971",606340,"Edwin Espinal (Tigers (AAA))"
"Jean Carlos Arias","- - -",20,"sa872811",660775,"Jean Carlos Arias (- - -)"
"Tyler Friis","- - -",22,"sa915593",676809,"Tyler Friis (- - -)"
"Blake Tiberi","- - -",23,"sa874235",669723,"Blake Tiberi (- - -)"
"Chad De La Guerra","- - -",25,"sa875729",664750,"Chad De La Guerra (- - -)"
"Rehybell Perozo","Rangers (R)",18,"sa3003243",672574,"Rehybell Perozo (Rangers (R))"
"Ariel Sandoval","Mariners (A)",22,"sa736970",628366,"Ariel Sandoval (Mariners (A))"
"Cornelius Randolph","Phillies (AA)",21,"sa874241",663524,"Cornelius Randolph (Phillies (AA))"
"Gabriel Noriega","- - -",27,"sa455932",527045,"Gabriel Noriega (- - -)"
"Will Allen","- - -",26,"sa550032",547168,"Will Allen (- - -)"
"Eric Jenkins","- - -",21,"sa874775",663346,"Eric Jenkins (- - -)"
"Michael Hickman","White Sox (A)",21,"sa876234",663322,"Michael Hickman (White Sox (A))"
"James Vasquez","- - -",25,"sa875804",664881,"James Vasquez (- - -)"
"Cesar Rodriguez","Phillies (R)",17,"sa3005741",678482,"Cesar Rodriguez (Phillies (R))"
"Sam Huff","Rangers (A)",20,"sa918046",669087,"Sam Huff (Rangers (A))"
"Luis Silverio","- - -",23,"sa876098",665038,"Luis Silverio (- - -)"
"Tyler Frost","White Sox (A)",22,"sa915857",676718,"Tyler Frost (White Sox (A))"
"Joe Rizzo","Mariners (A+)",20,"sa917934",666143,"Joe Rizzo (Mariners (A+))"
"Dermis Garcia","Yankees (A)",20,"sa881025",660650,"Dermis Garcia (Yankees (A))"
"Alfredo Angarita","- - -",21,"sa917326",666777,"Alfredo Angarita (- - -)"
"Dalton Guthrie","- - -",22,"sa829836",656495,"Dalton Guthrie (- - -)"
"Marcos Brito","Athletics (A-)",18,"sa3003183",670862,"Marcos Brito (Athletics (A-))"
"Johan Lopez","Rays (R)",17,"sa3003228",679740,"Johan Lopez (Rays (R))"
"Bengie Gonzalez","Nationals (AAA)",28,"sa454764",543232,"Bengie Gonzalez (Nationals (AAA))"
"Auston Bousfield","- - -",24,"sa827356",595890,"Auston Bousfield (- - -)"
"Kevin Woodall","- - -",22,"sa3007066",681842,"Kevin Woodall (- - -)"
"Devin Mann","- - -",21,"sa3006869",669471,"Devin Mann (- - -)"
"Matt Lipka","Giants (AA)",26,"sa548175",547181,"Matt Lipka (Giants (AA))"
"Cristian Heredia","Padres (R)",17,"sa3005731",678221,"Cristian Heredia (Padres (R))"
"Eugene Helder","Mariners (A)",22,"sa826786",650853,"Eugene Helder (Mariners (A))"
"Monte Harrison","Marlins (AA)",22,"sa828691",656509,"Monte Harrison (Marlins (AA))"
"Stephen Bruno","Cubs (AAA)",27,"sa502917",572738,"Stephen Bruno (Cubs (AAA))"
"Clark Scolamiero","Indians (A-)",22,"sa3002837",656944,"Clark Scolamiero (Indians (A-))"
"Franklin Rollin","- - -",22,"sa827951",650971,"Franklin Rollin (- - -)"
"Ryan Metzler","- - -",25,"sa829159",657431,"Ryan Metzler (- - -)"
"Gabriel Arias","Padres (A)",18,"sa3004047",525734,"Gabriel Arias (Padres (A))"
"Jose Siri","- - -",22,"sa736940",642350,"Jose Siri (- - -)"
"Wilfri Peralta","- - -",17,"sa3005481",677584,"Wilfri Peralta (- - -)"
"Jesus Lopez","Athletics (A)",21,"sa830306",645457,"Jesus Lopez (Athletics (A))"
"Gunnar Heidt","- - -",25,"sa827195",656525,"Gunnar Heidt (- - -)"
"Nick Allen","Athletics (A)",19,"sa3004723",669397,"Nick Allen (Athletics (A))"
"Joe Dunand","- - -",22,"sa3005360",656388,"Joe Dunand (- - -)"
"Jorge Ona","Padres (A+)",21,"sa974072",671250,"Jorge Ona (Padres (A+))"
"Derek Hill","Tigers (A+)",22,"sa828670",656537,"Derek Hill (Tigers (A+))"
"Kurt Hoekstra","- - -",25,"sa875296",664940,"Kurt Hoekstra (- - -)"
"Everlouis Lozada","Red Sox (A)",19,"sa917077",665823,"Everlouis Lozada (Red Sox (A))"
"Sam Haggerty","- - -",24,"sa858804",664059,"Sam Haggerty (- - -)"
"Daniel Salters","- - -",25,"sa829475",622192,"Daniel Salters (- - -)"
"David Masters","Nationals (A+)",25,"sa602586",607635,"David Masters (Nationals (A+))"
"Nash Knight","- - -",25,"sa876814",665227,"Nash Knight (- - -)"
"Ismael Jaime","Diamondbacks (R)",18,"sa3003287",672691,"Ismael Jaime (Diamondbacks (R))"
"Corey Ray","Brewers (AA)",23,"sa738510",641999,"Corey Ray (Brewers (AA))"
"Jahmai Jones","- - -",20,"sa874807",663330,"Jahmai Jones (- - -)"
"Bligh Madris","Pirates (A+)",22,"sa3004165",676632,"Bligh Madris (Pirates (A+))"
"Trever Morrison","- - -",23,"sa738906",641898,"Trever Morrison (- - -)"
"Chuckie Robinson","Astros (A+)",23,"sa918471",642020,"Chuckie Robinson (Astros (A+))"
"Will Robertson","Orioles (A)",23,"sa3004294",676894,"Will Robertson (Orioles (A))"
"Tristan Gray","Rays (A+)",22,"sa829756",656484,"Tristan Gray (Rays (A+))"
"Luis Silva","Brewers (R)",16,"sa3005547",678715,"Luis Silva (Brewers (R))"
"Josh Lowe","Rays (A+)",20,"sa917926",666139,"Josh Lowe (Rays (A+))"
"Jordan Betts","- - -",26,"sa827329",657515,"Jordan Betts (- - -)"
"Luis Villegas","- - -",25,"sa547944",593522,"Luis Villegas (- - -)"
"Roemon Fields","Blue Jays (AAA)",27,"sa829879",605231,"Roemon Fields (Blue Jays (AAA))"
"Gio Brusa","Giants (A+)",24,"sa659068",621323,"Gio Brusa (Giants (A+))"
"Luis Laurencio","Tigers (R)",19,"sa917009",665904,"Luis Laurencio (Tigers (R))"
"Rafael Narea","Cubs (A)",20,"sa871441",660687,"Rafael Narea (Cubs (A))"
"Brandon Hughes","Cubs (A)",22,"sa915618",676714,"Brandon Hughes (Cubs (A))"
"Eguy Rosario","- - -",18,"sa917140",666703,"Eguy Rosario (- - -)"
"Blake Perkins","- - -",21,"sa874806",663368,"Blake Perkins (- - -)"
"Preston Scott","- - -",24,"sa918805",670368,"Preston Scott (- - -)"
"Malique Ziegler","- - -",21,"sa918507",670419,"Malique Ziegler (- - -)"
"Jean Pena","Giants (R)",17,"sa3006192",678633,"Jean Pena (Giants (R))"
"Jeremy Martinez","- - -",23,"sa738674",546999,"Jeremy Martinez (- - -)"
"Luis Curbelo","White Sox (A)",20,"sa918086",666127,"Luis Curbelo (White Sox (A))"
"Reynaldo Rivera","Tigers (A)",21,"sa918552",663513,"Reynaldo Rivera (Tigers (A))"
"Jacob Pearson","Twins (A)",20,"sa3004722",669245,"Jacob Pearson (Twins (A))"
"Amador Arias","Rays (R)",17,"sa3003216",672457,"Amador Arias (Rays (R))"
"Dash Winningham","Mets (A+)",22,"sa829127",657445,"Dash Winningham (Mets (A+))"
"Tim Susnara","Diamondbacks (A)",22,"sa829699",657023,"Tim Susnara (Diamondbacks (A))"
"Fernando Kelli","Cubs (A-)",19,"sa917351",667350,"Fernando Kelli (Cubs (A-))"
"DJ Peters","Dodgers (AA)",22,"sa829712",656847,"DJ Peters (Dodgers (AA))"
"Matt Winn","- - -",25,"sa858059",665000,"Matt Winn (- - -)"
"Colby Fitch","Phillies (A)",22,"sa915614",676085,"Colby Fitch (Phillies (A))"
"Iraj Serrano","Athletics (R)",19,"sa916710",666694,"Iraj Serrano (Athletics (R))"
"Iverson Leonardo","Tigers (R)",16,"sa3005766",678808,"Iverson Leonardo (Tigers (R))"
"Isaias Lucena","- - -",23,"sa736921",642768,"Isaias Lucena (- - -)"
"Kelvin Beltre","Giants (A+)",21,"sa827969",645278,"Kelvin Beltre (Giants (A+))"
"Deiner Lopez","- - -",24,"sa597152",601975,"Deiner Lopez (- - -)"
"Eduardo Torrealba","- - -",19,"sa917095",665908,"Eduardo Torrealba (- - -)"
"Eudy Ramos","Diamondbacks (A)",22,"sa740555",642281,"Eudy Ramos (Diamondbacks (A))"
"Blake Drake","Cardinals (AA)",24,"sa829329",656383,"Blake Drake (Cardinals (AA))"
"Logan Farrar","Athletics (A)",23,"sa3004126",641567,"Logan Farrar (Athletics (A))"
"Corey Toups","- - -",25,"sa829321",657783,"Corey Toups (- - -)"
"Kingston Liniak","- - -",18,"sa3007020",669460,"Kingston Liniak (- - -)"
"Alberto Triunfel","- - -",24,"sa597103",600982,"Alberto Triunfel (- - -)"
"Marcus Wilson","Diamondbacks (A+)",21,"sa828703",657129,"Marcus Wilson (Diamondbacks (A+))"
"Jeremy Eierman","Athletics (A-)",21,"sa3007005",663369,"Jeremy Eierman (Athletics (A-))"
"Christian Kelley","Pirates (AA)",24,"sa875583",664877,"Christian Kelley (Pirates (AA))"
"Rudy Martin","- - -",22,"sa829374",657675,"Rudy Martin (- - -)"
"Zack Collins","White Sox (AA)",23,"sa738390",641470,"Zack Collins (White Sox (AA))"
"Pedro Gonzalez","Rangers (A)",20,"sa872568",660639,"Pedro Gonzalez (Rangers (A))"
"Payton Henry","Brewers (A)",21,"sa918019",668721,"Payton Henry (Brewers (A))"
"Frederick Cuevas","- - -",20,"sa872550",660663,"Frederick Cuevas (- - -)"
"Armond Upshaw","Nationals (A)",22,"sa918220",657066,"Armond Upshaw (Nationals (A))"
"Sander Mora","- - -",17,"sa3006578",677623,"Sander Mora (- - -)"
"Rashad Crawford","- - -",24,"sa658166",622197,"Rashad Crawford (- - -)"
"Kervin Suarez","Red Sox (A)",19,"sa917093",665945,"Kervin Suarez (Red Sox (A))"
"Jean Carmona","- - -",18,"sa3003340",672802,"Jean Carmona (- - -)"
"Andrew Caraballo","Giants (R)",18,"sa3003359",672849,"Andrew Caraballo (Giants (R))"
"Erich Weiss","- - -",26,"sa737930",608382,"Erich Weiss (- - -)"
"Leonardo Rivas","- - -",20,"sa872542",660844,"Leonardo Rivas (- - -)"
"Danny Mayer","- - -",23,"sa918984",670296,"Danny Mayer (- - -)"
"Jesse Berardi","Indians (A)",22,"sa829838",656229,"Jesse Berardi (Indians (A))"
"Javier Sanchez","Royals (R)",18,"sa3004931",676020,"Javier Sanchez (Royals (R))"
"Jalen Washington","Padres (A)",23,"sa3002884",676916,"Jalen Washington (Padres (A))"
"Pablo Gomez","Cardinals (R)",18,"sa3003203",672400,"Pablo Gomez (Cardinals (R))"
"Wilfrido Matos","- - -",17,"sa3005772",678835,"Wilfrido Matos (- - -)"
"John Mora","Mets (AA)",25,"sa657676",622516,"John Mora (Mets (AA))"
"C.J. McElroy","- - -",25,"sa597861",605370,"C.J. McElroy (- - -)"
"Joseph Odom","- - -",26,"sa738310",641929,"Joseph Odom (- - -)"
"Chris Hess","Yankees (A)",23,"sa3002877",676735,"Chris Hess (Yankees (A))"
"Jerry Downs","Red Sox (A+)",24,"sa875630",664960,"Jerry Downs (Red Sox (A+))"
